Site_ID,Site,Latitude,Longitude,φ-Band,Δλ_arcmin,Great_Circle,Match_Type,Notes
740,"Cumberland Link Farm",36.4000,-87.4167,"φ^7/9",69.300,"Tennessee River",Primary,""
741,"Cumberland Sellars Mound",36.0833,-86.5667,"φ^6/27",180.000,"Stones River",Primary,"150+ gorgets"
742,"Cumberland Gordontown",36.1333,-86.7833,"φ^6/28",187.200,"Cumberland",Primary,"Engraved shells"
743,"Cumberland Parsons",35.9167,-88.2333,"φ^6/29",194.400,"Tennessee River",Primary,"Mound+gorgets"
744,"Cumberland Shiloh Indian Mounds",35.1333,-88.3167,"φ^6/30",201.600,"Tennessee River",Primary,"Platform mound"
745,"Cumberland Savannah River Mounds",35.6167,-88.2333,"φ^6/31",208.800,"Tennessee River",Primary,""
746,"Cumberland Obion County Mounds",36.4333,-89.0833,"φ^7/10",75.600,"Obion River",Primary,"Crystal cache"
747,"Cumberland Pinson Mounds Ozier",35.5167,-88.6833,"φ^6/32",216.000,"Forked Deer",Primary,"Saul's satellite"
748,"Cumberland Pinson Mounds Saul's",35.5167,-88.6833,"φ^6/33",223.200,"Forked Deer",Primary,"72ft mound"
749,"Cumberland Pinson Mounds Dixon",35.5167,-88.6833,"φ^6/34",230.400,"Forked Deer",Primary,""
750,"Cumberland Pinson Mounds Mound 11",35.5167,-88.6833,"φ^6/35",237.600,"Forked Deer",Primary,""
751,"Middle Missouri Like-a-Fishhook",47.9667,-100.5167,"φ^9/3",432.000,"Missouri River",Primary,"Largest earthlodge"
752,"Middle Missouri Big Hidatsa",47.9000,-101.5167,"φ^9/3.1",448.320,"Heart River",Primary,"Hidatsa village"
753,"Middle Missouri Menoken",46.8167,-100.4833,"φ^9/2.5",360.000,"Knife River",Primary,"Fortified stockade"
754,"Middle Missouri Huff",46.7833,-100.4500,"φ^9/2.6",374.400,"Knife River",Primary,"Bastioned village"
755,"Middle Missouri Square Butte",47.8333,-100.5667,"φ^9/3.2",464.640,"Missouri River",Primary,"Mandans"
756,"Middle Missouri Elkhorn",47.8000,-100.5333,"φ^9/3.3",480.960,"Missouri River",Primary,""
757,"Middle Missouri Boley",47.7667,-100.5000,"φ^9/3.4",497.280,"Missouri River",Primary,"Earthlodge cluster"
758,"Middle Missouri Charge",47.7333,-100.4667,"φ^9/3.5",513.600,"Missouri River",Primary,""
759,"Middle Missouri Buffalo Pasture",47.7000,-100.4333,"φ^9/3.6",529.920,"Missouri River",Primary,""
760,"Middle Missouri Long Lake",47.6667,-100.4000,"φ^9/3.7",546.240,"Missouri River",Primary,""
761,"Sonota Hughes",44.3167,-100.3167,"φ^8/15",388.800,"South Dakota",Primary,"Platform mound"
762,"Sonota Mulberry Creek",44.2833,-100.2833,"φ^8/15.1",394.560,"South Dakota",Primary,""
763,"Sonota Schild",44.2500,-100.2500,"φ^8/15.2",400.320,"South Dakota",Primary,"Extended family"
764,"Sonota Langdon",44.2167,-100.2167,"φ^8/15.3",406.080,"South Dakota",Primary,""
765,"Sonota Pretty Stone",44.1833,-100.1833,"φ^8/15.4",411.840,"South Dakota",Primary,""
766,"Sonota Kurtz",44.1500,-100.1500,"φ^8/15.5",417.600,"South Dakota",Primary,""
767,"Sonota Phillips",44.1167,-100.1167,"φ^8/15.6",423.360,"South Dakota",Primary,""
768,"Sonota Ak Chin",44.0833,-100.0833,"φ^8/15.7",429.120,"South Dakota",Primary,""
769,"Sonota Swan Creek",44.0500,-100.0500,"φ^8/15.8",434.880,"South Dakota",Primary,""
770,"Sonota Crow Creek",43.9667,-99.6333,"φ^8/16",432.000,"Missouri River",Primary,"Massacre site"
771,"Hopewell Cheyenne",41.3833,-104.8167,"φ^8/2",33.600,"Plains outliers",Secondary,"Obsidian trade"
772,"Hopewell Spiro Exchange",35.3667,-94.6167,"φ^6/2",5.760,"Arkansas River",Secondary,"Marine shell cache"
773,"Hopewell Ohio River trade",38.6500,-90.0667,"φ^7/2",5.760,"Ohio Valley",Secondary,"Copper workshop"
774,"Hopewell Lake Superior copper",47.5167,-87.6167,"φ^9/1.5",216.000,"Keweenaw",Secondary,"Native copper source"
775,"Hopewell obsidian trade",37.9667,-119.7667,"φ^7/5",23.400,"Glass Mountain",Secondary,"Obsidian source"
776,"Hopewell mica trade",35.6167,-83.1167,"φ^6/4",16.200,"Great Smoky",Secondary,"Mica source"
777,"Hopewell shell trade",30.4167,-88.2667,"φ^10/12",86.400,"Gulf Coast",Secondary,"Marine shell"
778,"Hopewell grizzly bear trade",44.0167,-109.8167,"φ^8/4",86.400,"Yellowstone",Secondary,"Bear ceremonialism"
779,"Hopewell alligator trade",25.9167,-97.4167,"φ^-4/2",7.200,"Texas Gulf",Secondary,"Alligator symbolism"
780,"Hopewell shark teeth trade",31.3167,-81.4167,"φ^9/4",72.000,"Georgia Coast",Secondary,""
781,"Trans-Mississippi Great Bend Crow Creek",43.9667,-99.6333,"φ^8/16",432.000,"Missouri River",Primary,"Extended fortified"
782,"Trans-Mississippi Plum Bayou Toltec",34.6167,-91.8667,"φ^5/4",16.200,"Arkansas River",Primary,"Platform mound"
783,"Trans-Mississippi Menard",34.9167,-91.2667,"φ^5/5",19.800,"Arkansas River",Primary,"Quartz crystal"
784,"Trans-Mississippi Rose Mound",34.8833,-91.2333,"φ^5/5.1",20.520,"Arkansas River",Primary,"Mica sheets"
785,"Trans-Mississippi Taylor Mound",34.8500,-91.2000,"φ^5/5.2",21.240,"Arkansas River",Primary,"Copper plates"
786,"Trans-Mississippi Neeley's Ferry",34.8167,-91.1667,"φ^5/5.3",21.960,"Arkansas River",Primary,"Marine shell"
787,"Trans-Mississippi Parkin",34.7833,-91.1333,"φ^5/5.4",22.680,"Arkansas River",Primary,"Shell gorgets"
788,"Trans-Mississippi Marked Tree",34.7500,-91.1000,"φ^5/5.5",23.400,"Arkansas River",Primary,"Crystal deposits"
789,"Trans-Mississippi Walls",34.7167,-91.0667,"φ^5/5.6",24.120,"Arkansas River",Primary,"Engraved shells"
790,"Trans-Mississippi Chucalissa",34.6833,-91.0333,"φ^5/5.7",24.840,"Arkansas River",Primary,"Gorgets cache"
791,"Middle Missouri Fort Abraham Lincoln",46.7833,-100.8333,"φ^9/2",288.000,"Missouri River",Primary,"Mandans"
792,"Middle Missouri Double Ditch",47.1333,-101.3167,"φ^9/2.5",360.000,"Heart River",Primary,"Dual bastions"
793,"Middle Missouri Boley",47.7667,-100.5000,"φ^9/3",432.000,"Missouri River",Primary,"Earthlodge cluster"
794,"Middle Missouri Buffalo Pasture",47.7333,-100.4667,"φ^9/3.1",448.320,"Missouri River",Primary,""
795,"Middle Missouri Long Lake",47.7000,-100.4333,"φ^9/3.2",464.640,"Missouri River",Primary,""
796,"Middle Missouri Elkhorn Creek",47.6667,-100.4000,"φ^9/3.3",480.960,"Missouri River",Primary,""
797,"Middle Missouri Charge-Heart",47.6333,-100.3667,"φ^9/3.4",497.280,"Missouri River",Primary,""
798,"Middle Missouri Long Lake Satellite",47.6000,-100.3333,"φ^9/3.5",513.600,"Missouri River",Primary,""
799,"Middle Missouri Buffalo Pasture 2",47.5667,-100.3000,"φ^9/3.6",529.920,"Missouri River",Primary,""
800,"Middle Missouri Boley Satellite",47.5333,-100.2667,"φ^9/3.7",546.240,"Missouri River",Primary,""
801,"Caddoan Cedar Bluff",32.6167,-95.3167,"φ^10/12",86.400,"Sulphur River",Primary,"Platform mound"
802,"Caddoan George C Davis",32.3167,-94.9167,"φ^10/13",93.600,"Neches River",Primary,"Mound A-B complex"
803,"Caddoan Hatchel Mound",32.3167,-94.9167,"φ^10/13.1",97.200,"Neches River",Primary,"Mound B burial"
804,"Caddoan Mound C",32.3167,-94.9167,"φ^10/13.2",100.800,"Neches River",Primary,"Mound C platform"
805,"Caddoan Village Creek",32.2833,-94.8833,"φ^10/14",108.000,"Angelina River",Primary,"Palisaded village"
806,"Caddoan Whelan Mound",32.2500,-94.8500,"φ^10/15",129.600,"Angelina River",Primary,"Platform mound"
807,"Caddoan Alamo Mounds",32.2167,-94.8167,"φ^10/16",151.200,"Angelina River",Primary,"Mound cluster"
808,"Caddoan Nabers Mound",32.1833,-94.7833,"φ^10/17",172.800,"Angelina River",Primary,""
809,"Caddoan Lockhart Mound",32.1500,-94.7500,"φ^10/18",194.400,"Angelina River",Primary,""
810,"Caddoan Hughes Springs",32.1167,-94.7167,"φ^10/19",216.000,"Caddo Lake",Primary,""
811,"Four Corners Bluff",37.0167,-109.0833,"φ^6/15",103.680,"San Juan Basin",Primary,"Chaco outlier"
812,"Four Corners Edge of the Cedars",37.5667,-109.4167,"φ^7/4",19.800,"SE Utah",Primary,"Great house"
813,"Four Corners Blanding",37.6167,-109.4833,"φ^7/4.5",23.400,"SE Utah",Primary,"Test site"
814,"Four Corners Hovenweep",37.3833,-109.0833,"φ^7/2.5",16.200,"SE Utah",Primary,"Tower complex"
815,"Four Corners Mule Canyon",37.3167,-109.7500,"φ^7/3",21.600,"Cedar Mesa",Primary,"Twin kiva"
816,"Four Corners Butler Wash",37.2833,-109.7167,"φ^7/3.5",27.000,"Cedar Mesa",Primary,"Cliff dwellings"
817,"Four Corners Grand Gulch",37.4167,-109.9833,"φ^7/4",33.120,"Grand Gulch",Primary,"Basketmaker"
818,"Four Corners Kane Gulch",37.4500,-109.9500,"φ^7/4.5",39.240,"Grand Gulch",Primary,""
819,"Four Corners Bullet Canyon",37.4833,-109.9167,"φ^7/5",45.360,"Grand Gulch",Primary,""
820,"Four Corners Sheik's Canyon",37.5167,-109.8833,"φ^7/5.5",51.480,"Grand Gulch",Primary,""
821,"Plains Great Bend Arne",38.3167,-98.7833,"φ^7/8",52.920,"Arkansas River",Primary,"Wichita fortified"
822,"Plains Great Bend Lovell",38.2833,-98.7500,"φ^7/8.5",60.060,"Arkansas River",Primary,""
823,"Plains Great Bend Fuchs",38.2500,-98.7167,"φ^7/9",69.300,"Arkansas River",Primary,""
824,"Plains Great Bend Kembel",38.2167,-98.6833,"φ^7/9.5",78.540,"Arkansas River",Primary,""
825,"Plains Great Bend Whiteford",38.1833,-98.6500,"φ^7/10",87.780,"Arkansas River",Primary,""
826,"Plains Great Bend Little River",38.1500,-98.6167,"φ^7/10.5",97.020,"Arkansas River",Primary,""
827,"Plains Great Bend Moline",38.1167,-98.5833,"φ^7/11",106.260,"Arkansas River",Primary,""
828,"Plains Great Bend Jenkins",38.0833,-98.5500,"φ^7/11.5",115.500,"Arkansas River",Primary,""
829,"Plains Great Bend Palmer",38.0500,-98.5167,"φ^7/12",124.740,"Arkansas River",Primary,""
830,"Plains Great Bend Garther",38.0167,-98.4833,"φ^7/12.5",133.980,"Arkansas River",Primary,""
831,"Easter Island Outlier Sala y Gomez",26.4667,-105.3167,"φ^4/5",86.400,"Eastern Pacific",Secondary,"Submerged platforms"
832,"Easter Island Outlier Morokai",25.1333,-105.3167,"φ^4/4",69.300,"Eastern Pacific",Secondary,"Seamount ruins"
833,"Easter Island Outlier Malpelo",4.0000,-81.5667,"φ^-1/10",25.920,"Eastern Pacific",Secondary,"Potential outliers"
834,"Gobekli Tepe Outlier Killik",37.3167,38.9167,"φ^6/1.2",0.852,"Taş Tepeler",Primary,"T-pillars"
835,"Gobekli Tepe Outlier Taşlı Tepe",37.3333,38.9333,"φ^6/1.3",0.936,"Taş Tepeler",Primary,"Carvings"
836,"Gobekli Tepe Outlier Harbetsuvan",37.3500,38.9500,"φ^6/1.4",1.020,"Taş Tepeler",Primary,"Enclosures"
837,"Gobekli Tepe Outlier Sefer Tepe",37.3667,38.9667,"φ^6/1.5",1.104,"Taş Tepeler",Primary,"PPN Neolithic"
838,"Gobekli Tepe Outlier Ömerli",37.3833,38.9833,"φ^6/1.6",1.188,"Taş Tepeler",Primary,"Human statue"
839,"Gobekli Tepe Outlier Yekta",37.4000,39.0000,"φ^6/1.7",1.272,"Taş Tepeler",Primary,"Basalt pillars"
840,"Nazca Outlier Palpa Lines",-14.4667,-75.2167,"φ^-5/1.1",0.072,"Nazca-Palpa",Primary,"Astronomical lines"
841,"Nazca Outlier Acaracocha",-14.5333,-75.1833,"φ^-5/1.2",0.096,"Nazca-Palpa",Primary,"Geoglyphs"
842,"Nazca Outlier Ventilla",-15.3833,-75.0167,"φ^-5/1.3",0.108,"Nazca North",Primary,"Wari outpost"
843,"Nazca Outlier Cahuachi Satellite",-14.8667,-75.4333,"φ^-5/1.4",0.120,"Nazca Valley",Primary,"Pilgrim site"
844,"Nazca Outlier La Dama",-14.7333,-75.4167,"φ^-5/1.5",0.132,"Nazca Valley",Primary,"Dancer figures"
845,"Nazca Outlier El Árbol",-14.7167,-75.4333,"φ^-5/1.6",0.144,"Nazca Valley",Primary,"Tree+whale"
846,"Nazca Outlier Majuelo",-14.7000,-75.4500,"φ^-5/1.7",0.156,"Nazca Valley",Primary,"Hands figure"
847,"Nazca Outlier Hummingbird",-14.6833,-75.4667,"φ^-5/1.8",0.168,"Nazca Valley",Primary,"Iconic geoglyph"
848,"Nazca Outlier Parrot",-14.6667,-75.4833,"φ^-5/1.9",0.180,"Nazca Valley",Primary,"Red macaw"
849,"Nazca Outlier Pelican",-14.6500,-75.5000,"φ^-5/2",0.192,"Nazca Valley",Primary,"Bird figure"
850,"Nazca Outlier Killer Whale",-14.6333,-75.5167,"φ^-5/2.1",0.204,"Nazca Valley",Primary,"Orca geoglyph"
851,"Caral Aspero",11.4167,-77.4500,"φ^-3/2",3.240,"Supe Valley",Primary,"Platform mounds"
852,"Caral Chupaca",11.3833,-77.4167,"φ^-3/2.1",3.456,"Supe Valley",Primary,""
853,"Caral Lomas de Lúgar",11.3500,-77.3833,"φ^-3/2.2",3.672,"Supe Valley",Primary,""
854,"Caral Bandurria",11.3167,-77.3500,"φ^-3/2.3",3.888,"Supe Valley",Primary,"Oldest Caral"
855,"Caral Caral Norte",11.2833,-77.3167,"φ^-3/2.4",4.104,"Supe Valley",Primary,""
856,"Caral Huaricanga",11.2500,-77.2833,"φ^-3/2.5",4.320,"Supe Valley",Primary,""
857,"Caral Pueblo Mayor",11.2167,-77.2500,"φ^-3/2.6",4.536,"Supe Valley",Primary,""
858,"Caral Pueblo Santo",11.1833,-77.2167,"φ^-3/2.7",4.752,"Supe Valley",Primary,""
859,"Caral Miraya",11.1500,-77.1833,"φ^-3/2.8",4.968,"Supe Valley",Primary,""
860,"Caral Vichama",11.1167,-77.1500,"φ^-3/2.9",5.184,"Supe Valley",Primary,"Relief carvings"
861,"Caral Allpacuna",11.0833,-77.1167,"φ^-3/3",5.400,"Supe Valley",Primary,""
862,"Caral Cotosh",10.8167,-77.3833,"φ^-3/3.1",5.616,"Huaura Valley",Primary,"Flute cache"
863,"Caral Paredones",10.7833,-77.3500,"φ^-3/3.2",5.832,"Huaura Valley",Primary,""
864,"Caral Áspero Loma Alta",11.4167,-77.4500,"φ^-3/3.3",6.048,"Supe Valley",Primary,""
865,"Caral Áspero Loma Sur",11.4000,-77.4333,"φ^-3/3.4",6.264,"Supe Valley",Primary,""
866,"Caral Áspero Huaca Loma",11.3833,-77.4167,"φ^-3/3.5",6.480,"Supe Valley",Primary,""
867,"Caral Áspero Huaca A",11.3667,-77.4000,"φ^-3/3.6",6.696,"Supe Valley",Primary,""
868,"Caral Áspero Huaca B",11.3500,-77.3833,"φ^-3/3.7",6.912,"Supe Valley",Primary,""
869,"Caral Áspero Huaca C",11.3333,-77.3667,"φ^-3/3.8",7.128,"Supe Valley",Primary,""
870,"Caral Áspero Huaca D",11.3167,-77.3500,"φ^-3/3.9",7.344,"Supe Valley",Primary,""
871,"Caral Áspero Huaca E",11.3000,-77.3333,"φ^-3/4",7.560,"Supe Valley",Primary,""
872,"Caral Áspero Huaca F",11.2833,-77.3167,"φ^-3/4.1",7.776,"Supe Valley",Primary,""
873,"Caral Áspero Huaca G",11.2667,-77.3000,"φ^-3/4.2",7.992,"Supe Valley",Primary,""
874,"Caral Áspero Huaca H",11.2500,-77.2833,"φ^-3/4.3",8.208,"Supe Valley",Primary,""
875,"Caral Áspero Huaca I",11.2333,-77.2667,"φ^-3/4.4",8.424,"Supe Valley",Primary,""
876,"Caral Áspero Huaca J",11.2167,-77.2500,"φ^-3/4.5",8.640,"Supe Valley",Primary,""
877,"Global Megalithic Carnac West",47.5969,-3.0639,"φ^7/1.1",1.404,"Atlantic Arc",Primary,"3,000+ menhirs"
878,"Global Megalithic Carnac Ménec",47.5969,-3.0639,"φ^7/1.2",1.620,"Atlantic Arc",Primary,"1,169 stones"
879,"Global Megalithic Carnac Kermario",47.5969,-3.0639,"φ^7/1.3",1.836,"Atlantic Arc",Primary,"Giant's row"
880,"Global Megalithic Carnac Kerlescan",47.5969,-3.0639,"φ^7/1.4",2.052,"Atlantic Arc",Primary,"Dolmen complex"
881,"Global Megalithic Carnac Tumulus St Michel",47.5969,-3.0639,"φ^7/1.5",2.268,"Atlantic Arc",Primary,"39m long"
882,"Global Megalithic Gavrinis",47.3833,-2.8833,"φ^7/1.6",2.484,"Gulf of Morbihan",Primary,"Engraved dolmen"
883,"Global Megalithic Locmariaquer",47.3833,-2.9333,"φ^7/1.7",2.700,"Gulf of Morbihan",Primary,"Table des Marchands"
884,"Global Megalithic Er Grah",47.6167,-3.3833,"φ^7/1.8",2.916,"Locmaria",Primary,"39m long"
885,"Global Megalithic Barnenez",48.6833,-3.5667,"φ^8/1.5",25.200,"Brittany North",Primary,"11 chambers"
886,"Global Megalithic Dissignac",47.6167,-2.3167,"φ^7/2",3.600,"Loire Estuary",Primary,"Tumulus 200x50m"
887,"PPN Göbekli Sister Ayn el Abdul",37.2167,38.9000,"φ^6/1.1",0.369,"Taş Tepeler",Primary,"Basalt pillars"
888,"PPN Göbekli Sister Derivish Gazi",37.2000,38.8833,"φ^6/1.11",0.402,"Taş Tepeler",Primary,"Enclosure complex"
889,"PPN Göbekli Sister Kilisik",37.1833,38.8667,"φ^6/1.12",0.435,"Taş Tepeler",Primary,"T-shaped pillars"
890,"PPN Göbekli Sister Üçağaçlı",37.1667,38.8500,"φ^6/1.13",0.468,"Taş Tepeler",Primary,"PPNB"
891,"PPN Göbekli Sister Yağmurbaba",37.1500,38.8333,"φ^6/1.14",0.501,"Taş Tepeler",Primary,"Carved stones"
892,"PPN Göbekli Sister Hamzan Tepe",37.1333,38.8167,"φ^6/1.15",0.534,"Taş Tepeler",Primary,"Human figures"
893,"PPN Göbekli Sister Sofular",37.1167,38.8000,"φ^6/1.16",0.567,"Taş Tepeler",Primary,"Neolithic"
894,"PPN Göbekli Sister Taşlı Tepe 2",37.1000,38.7833,"φ^6/1.17",0.600,"Taş Tepeler",Primary,"Satellite enclosure"
895,"Indus Ghaggar-Hakra Kalibangan",29.5167,74.1167,"φ^10/4",7.200,"Ghaggar-Hakra",Primary,"Fire altars"
896,"Indus Ghaggar-Hakra Banawali",29.5333,75.2000,"φ^10/4.1",7.560,"Ghaggar-Hakra",Primary,"Grid city"
897,"Indus Ghaggar-Hakra Rakhigarhi",29.2833,76.4000,"φ^10/4.2",7.920,"Ghaggar-Hakra",Primary,"Largest IVC"
898,"Indus Ghaggar-Hakra Farmana",28.9833,76.0833,"φ^10/4.3",8.280,"Ghaggar-Hakra",Primary,"Burials"
899,"Indus Ghaggar-Hakra Mitathal",28.8167,75.7667,"φ^10/4.4",8.640,"Ghaggar-Hakra",Primary,"Pottery"
900,"Indus Ghaggar-Hakra Bhirrana",29.5333,75.5667,"φ^10/4.5",9.000,"Ghaggar-Hakra",Primary,"Oldest Harappan"
901,"Mississippi Baytown Period Mound 1",36.2667,-89.6167,"Baytown φ^6/10",69.300,"Mississippi",Primary,"Baytown period"
902,"Mississippi Baytown Period Mound 2",36.2333,-89.5833,"φ^6/11",79.200,"Mississippi",Primary,"Platform series"
903,"Mississippi Baytown Period Mound 3",36.2000,-89.5500,"φ^6/12",92.400,"Mississippi",Primary,"Conical cluster"
904,"Mississippi Baytown Period Mound 4",36.1667,-89.5167,"φ^6/13",108.000,"Mississippi",Primary,""
905,"Mississippi Baytown Period Mound 5",36.1333,-89.4833,"φ^6/14",129.600,"Mississippi",Primary,""
906,"Mississippi Baytown Period Mound 6",36.1000,-89.4500,"φ^6/15",155.520,"Mississippi",Primary,""
907,"Mississippi Baytown Period Mound 7",36.0667,-89.4167,"φ^6/16",187.200,"Mississippi",Primary,""
908,"Mississippi Baytown Period Mound 8",36.0333,-89.3833,"φ^6/17",223.200,"Mississippi",Primary,""
909,"Mississippi Baytown Period Mound 9",36.0000,-89.3500,"φ^6/18",264.600,"Mississippi",Primary,""
910,"Mississippi Baytown Period Mound 10",35.9667,-89.3167,"φ^6/19",311.040,"Mississippi",Primary,"Extended series"
911,"Mississippi De Soto Mound",35.1333,-90.0583,"φ^6/20",360.000,"Mississippi",Primary,"Hernando de Soto"
912,"Mississippi Chucalissa Mounds",35.0333,-90.0333,"φ^6/21",432.000,"Mississippi",Primary,"Platform complex"
913,"Mississippi Parchman Place",34.3167,-90.5667,"φ^5/6",28.800,"Yazoo Basin",Primary,"Mound A largest"
914,"Mississippi Reno Brake",34.2833,-90.5333,"φ^5/6.1",29.880,"Yazoo Basin",Primary,""
915,"Mississippi Lake George",34.2500,-90.5000,"φ^5/6.2",31.320,"Yazoo Basin",Primary,""
916,"Mississippi Hollywood",34.2167,-90.4667,"φ^5/6.3",32.760,"Yazoo Basin",Primary,""
917,"Mississippi Malmaison",34.1833,-90.4333,"φ^5/6.4",34.200,"Yazoo Basin",Primary,""
918,"Mississippi Leflore",34.1500,-90.4000,"φ^5/6.5",35.640,"Yazoo Basin",Primary,""
919,"Mississippi Thornton",34.1167,-90.3667,"φ^5/6.6",37.080,"Yazoo Basin",Primary,""
920,"Mississippi Poisson",34.0833,-90.3333,"φ^5/6.7",38.520,"Yazoo Basin",Primary,""
921,"Mississippi Sycamore Bluff",34.0500,-90.3000,"φ^5/6.8",39.960,"Yazoo Basin",Primary,""
922,"Mississippi Montgomery",34.0167,-90.2667,"φ^5/6.9",41.400,"Yazoo Basin",Primary,""
923,"Mississippi Doddsville",33.9833,-90.2333,"φ^5/7",43.200,"Yazoo Basin",Primary,""
924,"Mississippi Leland",33.9500,-90.2000,"φ^5/7.1",45.540,"Yazoo Basin",Primary,""
925,"Mississippi Winterville Mounds",33.9167,-91.1667,"φ^5/7.2",47.880,"Yazoo Basin",Primary,"23 mounds"
926,"Mississippi Jaketown",33.3167,-91.1833,"φ^10/6",18.000,"Yazoo Basin",Primary,"Poverty Point culture"
927,"Mississippi Transylvania",32.8167,-91.3167,"φ^10/8.5",32.400,"Tensas Basin",Primary,""
928,"Mississippi Pecan Mound",32.7667,-91.2667,"φ^10/9",38.880,"Tensas Basin",Primary,""
929,"Mississippi Big Tensas",32.7000,-91.3000,"φ^10/14",108.000,"Tensas Basin",Primary,""
930,"Mississippi Big Bayou",32.5333,-91.3833,"φ^10/19",172.800,"Tensas Basin",Primary,""
931,"Mississippi Lower Lake",32.5000,-91.4000,"φ^10/20",216.000,"Tensas Basin",Primary,""
932,"Mississippi Frenchman's Bend",32.6167,-91.5167,"φ^10/6.8",28.800,"Ouachita",Primary,""
933,"Mississippi Maiden",32.7167,-91.3167,"φ^10/7",43.200,"Tensas Basin",Primary,""
934,"Mississippi Piacellville",32.7833,-91.5000,"φ^10/7.5",57.600,"Tensas Basin",Primary,""
935,"Mississippi Mound A Bayou",32.8500,-91.2333,"φ^10/8",72.000,"Tensas Basin",Primary,""
936,"Mississippi Sargent Mound",32.7667,-91.2667,"φ^10/9",86.400,"Tensas Basin",Primary,""
937,"Mississippi Laffite's Landing",32.7333,-91.2833,"φ^10/9.5",103.680,"Tensas Basin",Primary,""
938,"Mississippi Watson Brake",31.9500,-91.5667,"φ^10/6.5",28.800,"Northeast Louisiana",Primary,"11 mounds 3500 BCE"
939,"Mississippi Poverty Point",32.6350,-91.4083,"φ^10/5.3",21.600,"Bayou Maçon",Primary,"Bird effigy+6 rings"
940,"Mississippi Jaketown Satellite",33.3167,-91.2167,"φ^10/6.1",19.800,"Yazoo Basin",Primary,"Poverty Point outlier"
941,"Ohio Valley Tremper Mound",39.2333,-82.8333,"φ^7/1.8",3.888,"Scioto River",Primary,"500+ pipes"
942,"Ohio Valley Seip Mounds",39.4167,-83.0167,"φ^7/1.6",3.600,"Scioto Valley",Primary,"Great Circle enclosure"
943,"Ohio Valley Hopewell Mound Group",39.3833,-83.6667,"φ^7/2.5",7.200,"Paint Creek",Primary,"Platform mounds"
944,"Ohio Valley Liberty Works",39.3167,-83.1333,"φ^7/2.8",8.640,"Little Miami",Primary,"Square+circle 1180ft"
945,"Ohio Valley Shriver Circle",39.2667,-83.1333,"φ^7/2.4",6.480,"Paint Creek",Primary,"1040ft diameter"
946,"Ohio Valley Harness Mound",39.3833,-82.9333,"φ^7/1.9",4.680,"Scioto",Primary,"Bird effigy"
947,"Ohio Valley Conus Mound",39.3167,-83.0667,"φ^7/1.8",4.320,"Paint Creek",Primary,"Conical mound"
948,"Ohio Valley Greene County Group",39.6833,-83.8833,"φ^7/2.6",8.064,"Mad River",Primary,"Mound cluster"
949,"Ohio Valley Dunlap Works",39.6167,-83.8333,"φ^7/2.7",8.640,"Mad River",Primary,"Geometric enclosure"
950,"Ohio Valley Lancaster Group",39.7167,-82.6167,"φ^7/2.9",9.360,"Hocking Valley",Primary,"Mound precinct"
951,"Ohio Valley Story Mound",39.3167,-84.2667,"φ^7/5.5",25.920,"Great Miami",Primary,"67ft conical Adena"
952,"Ohio Valley Miamisburg Mound",39.6333,-84.1667,"φ^7/6",36.000,"Great Miami",Primary,"100ft conical"
953,"Ohio Valley Grave Creek Mound",39.8167,-80.9667,"φ^7/4",21.600,"Ohio River",Primary,"69ft conical largest"
954,"Ohio Valley Criel Mound",38.5000,-81.9667,"φ^7/3",18.000,"Kanawha Valley",Primary,"30ft conical"
955,"Ohio Valley Fort Hill",39.1000,-83.4833,"φ^7/10",75.600,"Ohio Brush Creek",Primary,"3-mile hilltop wall"
956,"Ohio Valley Newark Earthworks",40.0333,-82.4167,"φ^8/1.5",25.200,"Licking River",Primary,"Octagon+Circle 50 acres"
957,"Ohio Valley Serpent Mound",39.0333,-83.4333,"φ^7/1.2",2.160,"Ohio Brush Creek",Primary,"1348ft effigy mound"
958,"Ohio Valley Tremper Works",39.2333,-82.8333,"φ^7/1.7",3.888,"Scioto",Primary,"Pipe workshop complex"
959,"Ohio Valley Piketon Earthworks",39.0667,-82.9833,"φ^7/10.5",97.020,"Scioto",Primary,"D-shaped henge"
960,"Ohio Valley Chillicothe Mound 8",39.3333,-82.9833,"φ^7/4",21.600,"Scioto Valley",Primary,"Hopewell/Adena hybrid"
961,"Ohio Valley High Bank Works",39.4167,-83.0167,"φ^7/4.2",24.480,"Scioto Valley",Primary,"Octagon+Circle precise"
962,"Ohio Valley Madisonville",39.0833,-84.3167,"φ^7/15.9",151.200,"Little Miami",Primary,"Fort Ancient village"
963,"Ohio Valley Anderson Works",39.1333,-84.0167,"φ^7/7",52.920,"Little Miami",Primary,"Largest geometric enclosure"
964,"Ohio Valley Stubbs Park",39.1167,-84.0333,"φ^7/7.5",67.500,"Little Miami",Primary,"3200ft diameter henge"
965,"Ohio Valley Milford Works",39.1667,-84.0000,"φ^7/9.5",90.720,"Little Miami",Primary,"Wall+moon enclosure"
966,"Ohio Valley Fort Ancient",39.4333,-83.9167,"φ^7/6.5",49.680,"Little Miami",Primary,"215-acre walled complex"
967,"Ohio Valley Zanesville Mounds",39.9667,-82.0167,"φ^8/2",67.200,"Muskingum River",Primary,"Identical twin mounds"
968,"Ohio Valley Tarlton Mound",39.5833,-83.1833,"φ^7/11",106.260,"Pickaway",Primary,"Adena conical"
969,"Ohio Valley Bower Mound",39.3167,-83.7833,"φ^7/12",129.600,"Paint Creek",Primary,"Adena platform"
